training noise-level and iteration, test noise-level, epoch, reconstruction error, kl-divergence, cost
0.14 2, 0.32, 1, 50753.184109926224, 0.09330635125357067, 50753.27741627748
0.14 2, 0.34, 1, 50753.067284822464, 0.09618489809109232, 50753.16346972055
0.14 2, 0.36, 1, 50753.1476020813, 0.09616228773522395, 50753.243764369035
0.14 2, 0.38, 1, 50753.140300512314, 0.09876769242828065, 50753.23906820474
0.14 2, 0.4, 1, 50753.27903032303, 0.10114920895146995, 50753.38017953198
0.14 2, 0.42, 1, 50753.01617383957, 0.10334622879900102, 50753.119520068365
0.14 2, 0.44, 1, 50753.01252305508, 0.10756017412074126, 50753.120083229194
0.14 2, 0.46, 1, 50752.74236500263, 0.11092735603484105, 50752.85329235867
0.14 2, 0.48, 1, 50753.37029993534, 0.10911756112785576, 50753.47941749647
0.14 2, 0.5, 1, 50753.49807739258, 0.11204489364741654, 50753.61012228623
0.14 2, 0.0, 2, 50041.299387812614, 0.04733513593012062, 50041.34672294855
0.14 2, 0.02, 2, 50041.138753294945, 0.04671144733034982, 50041.18546474227
0.14 2, 0.04, 2, 50040.978118777275, 0.046760614345271345, 50041.02487939162
0.14 2, 0.06, 2, 50041.19351506233, 0.047381382017041784, 50041.240896444346
0.14 2, 0.08, 2, 50041.7447835207, 0.04916800385195297, 50041.79395152455
0.14 2, 0.1, 2, 50041.693672537804, 0.050403472260178384, 50041.744076010065
0.14 2, 0.12, 2, 50041.14605486393, 0.052949005272081906, 50041.1990038692
0.14 2, 0.14, 2, 50041.10589623451, 0.05663263695480236, 50041.162528871464
0.14 2, 0.16, 2, 50041.518434882164, 0.058988711064767774, 50041.577423593226
0.14 2, 0.18, 2, 50042.25954413414, 0.06134932416187888, 50042.3208934583
0.14 2, 0.2, 2, 50041.23002290726, 0.06497971075707287, 50041.29500261801
0.14 2, 0.22, 2, 50041.41986370087, 0.06946049997207526, 50041.48932420084
0.14 2, 0.24, 2, 50041.28843545914, 0.07376205808265057, 50041.36219751722
0.14 2, 0.26, 2, 50041.37605428696, 0.0754137273529244, 50041.45146801431
0.14 2, 0.28, 2, 50041.76668822765, 0.0773848026709858, 50041.84407303033
0.14 2, 0.3, 2, 50041.43811762333, 0.08052381308225898, 50041.518641436414
0.14 2, 0.32, 2, 50041.12780094147, 0.08469293896761398, 50041.21249388043
0.14 2, 0.34, 2, 50041.69002175331, 0.08661127803734014, 50041.776633031346
0.14 2, 0.36, 2, 50041.77398979664, 0.09004577046237627, 50041.8640355671
0.14 2, 0.38, 2, 50041.74843430519, 0.08834089829546565, 50041.83677520349
0.14 2, 0.4, 2, 50041.27383232117, 0.09179309977908712, 50041.36562542095
0.14 2, 0.42, 2, 50041.97843372822, 0.09535169097834961, 50042.0737854192
0.14 2, 0.44, 2, 50041.343197226524, 0.09627996275825268, 50041.439477189284
0.14 2, 0.46, 2, 50040.74081778526, 0.10094835488846354, 50040.841766140155
0.14 2, 0.48, 2, 50042.02224314213, 0.10119915896316878, 50042.12344230109
0.14 2, 0.5, 2, 50041.07303917408, 0.10213769800493677, 50041.175176872086
0.14 2, 0.0, 6, 50038.4846329689, 0.04893854251964225, 50038.53357151142
0.14 2, 0.02, 6, 50039.134472608566, 0.04810583598172735, 50039.18257844455
0.14 2, 0.04, 6, 50038.67082297802, 0.048345449486750236, 50038.71916842751
0.14 2, 0.06, 6, 50038.83510828018, 0.04897716349495662, 50038.88408544368
0.14 2, 0.08, 6, 50038.15606236458, 0.05006898694504214, 50038.20613135152
0.14 2, 0.1, 6, 50038.12685608864, 0.05208329151612667, 50038.17893938015
0.14 2, 0.12, 6, 50037.8055870533, 0.05496456761400803, 50037.86055162091
0.14 2, 0.14, 6, 50037.76177763939, 0.05747000254478574, 50037.819247641935
0.14 2, 0.16, 6, 50038.69637846947, 0.06118234574565384, 50038.75756081521
0.14 2, 0.18, 6, 50038.62701356411, 0.06453151730325046, 50038.69154508141
0.14 2, 0.2, 6, 50038.108602166176, 0.06801296138297952, 50038.17661512756
0.14 2, 0.22, 6, 50038.46637904644, 0.07146453392073693, 50038.53784358036
0.14 2, 0.24, 6, 50038.80225121975, 0.07422171583439363, 50038.87647293558
0.14 2, 0.26, 6, 50038.34955394268, 0.07602801017696903, 50038.425581952855
0.14 2, 0.28, 6, 50038.020983338356, 0.08049730660659937, 50038.10148064496
0.14 2, 0.3, 6, 50037.86765038967, 0.08363803454557917, 50037.951288424214
0.14 2, 0.32, 6, 50038.18526864052, 0.08529421392330516, 50038.27056285444
0.14 2, 0.34, 6, 50037.944316864014, 0.08917976751967449, 50038.033496631535
0.14 2, 0.36, 6, 50038.49193453789, 0.0912794985853107, 50038.58321403647
0.14 2, 0.38, 6, 50038.80225121975, 0.09309162135765836, 50038.895342841104
0.14 2, 0.4, 6, 50038.09034824371, 0.09514579165561643, 50038.185494035366
0.14 2, 0.42, 6, 50038.95923495293, 0.09830651292034565, 50039.057541465845
0.14 2, 0.44, 6, 50038.42256963253, 0.10168691379582284, 50038.52425654633
0.14 2, 0.46, 6, 50038.999393582344, 0.1015912256655277, 50039.10098480801
0.14 2, 0.48, 6, 50037.929713726044, 0.10364662166982563, 50038.03336034771
0.14 2, 0.5, 6, 50038.152411580086, 0.10761503511338621, 50038.2600266152
0.14 2, 0.0, 11, 50043.3474779129, 0.05202533525805375, 50043.39950324816
0.14 2, 0.02, 11, 50043.44239830971, 0.05127878622605864, 50043.49367709593
0.14 2, 0.04, 11, 50043.132081627846, 0.0511472745489594, 50043.183228902395
0.14 2, 0.06, 11, 50042.06605255604, 0.051842262847255904, 50042.11789481888
0.14 2, 0.08, 11, 50042.73049533367, 0.05328374061590324, 50042.783779074285
0.14 2, 0.1, 11, 50042.54795610905, 0.05573567036780469, 50042.60369177941
0.14 2, 0.12, 11, 50043.029859662056, 0.05797541132624007, 50043.087835073384
0.14 2, 0.14, 11, 50042.68668591976, 0.06230061878936555, 50042.74898653855
0.14 2, 0.16, 11, 50042.44573414326, 0.06480327981075651, 50042.51053742307
0.14 2, 0.18, 11, 50042.48224198818, 0.06840468479520456, 50042.55064667298
0.14 2, 0.2, 11, 50042.734146118164, 0.0707752711216536, 50042.80492138929
0.14 2, 0.22, 11, 50043.12478005886, 0.07536542244611943, 50043.20014548131
0.14 2, 0.24, 11, 50042.78525710106, 0.07816900143938577, 50042.8634261025
0.14 2, 0.26, 11, 50043.16493868828, 0.08246539976219092, 50043.24740408804
0.14 2, 0.28, 11, 50042.814463377, 0.08507545251230564, 50042.89953882951
0.14 2, 0.3, 11, 50042.95319318771, 0.08866525758592236, 50043.0418584453
0.14 2, 0.32, 11, 50042.821764945984, 0.09136342903447203, 50042.91312837502
0.14 2, 0.34, 11, 50043.40589046478, 0.0963943863851342, 50043.502284851165
0.14 2, 0.36, 11, 50042.93128848076, 0.09683918162622507, 50043.02812766239
0.14 2, 0.38, 11, 50043.13938319683, 0.100818869622892, 50043.24020206645
0.14 2, 0.4, 11, 50043.53731870651, 0.10146510104596962, 50043.63878380756
0.14 2, 0.42, 11, 50043.07001829147, 0.10456708400066672, 50043.17458537548
0.14 2, 0.44, 11, 50042.61001944542, 0.10650048986007132, 50042.71651993528
0.14 2, 0.46, 11, 50042.70128905773, 0.10865704548361099, 50042.80994610322
0.14 2, 0.48, 11, 50042.83271729946, 0.11253682093412165, 50042.945254120394
0.14 2, 0.5, 11, 50043.497160077095, 0.11026983398199008, 50043.60742991108
0.14 2, 0.0, 26, 49950.81104338169, 0.052770668915536834, 49950.86381405061
0.14 2, 0.02, 26, 49950.74898004532, 0.052122131505288216, 49950.801102176825
0.14 2, 0.04, 26, 49951.48278772831, 0.05187926535219145, 49951.53466699366
0.14 2, 0.06, 26, 49950.935170054436, 0.05311557135702061, 49950.98828562579
0.14 2, 0.08, 26, 49951.56675577164, 0.0551481738358931, 49951.62190394547
0.14 2, 0.1, 26, 49951.125010848045, 0.05668399620547493, 49951.18169484425
0.14 2, 0.12, 26, 49951.26374065876, 0.05927257560399979, 49951.32301323437
0.14 2, 0.14, 26, 49951.54485106468, 0.06221055118137431, 49951.60706161586
0.14 2, 0.16, 26, 49951.24913752079, 0.067435197721599, 49951.31657271851
0.14 2, 0.18, 26, 49951.37691497803, 0.07102420140542198, 49951.44793917943
0.14 2, 0.2, 26, 49950.566440820694, 0.07258559375938911, 49950.63902641445
0.14 2, 0.22, 26, 49951.28199458122, 0.07861679999525717, 49951.36061138122
0.14 2, 0.24, 26, 49950.22691786289, 0.07978059309440388, 49950.306698455985
0.14 2, 0.26, 26, 49951.28199458122, 0.08330559449831909, 49951.36530017572
0.14 2, 0.28, 26, 49951.344057917595, 0.08813687933793957, 49951.43219479693
0.14 2, 0.3, 26, 49951.21628046036, 0.09150107040630684, 49951.30778153076
0.14 2, 0.32, 26, 49951.27834379673, 0.09497568128249245, 49951.373319478014
0.14 2, 0.34, 26, 49950.79278945923, 0.09706077076676745, 49950.88985022999
0.14 2, 0.36, 26, 49950.818344950676, 0.10141493761537645, 49950.91975988829
0.14 2, 0.38, 26, 49951.43532752991, 0.10098720733692013, 49951.53631473724
0.14 2, 0.4, 26, 49951.03009045124, 0.10542979698600641, 49951.13552024823
0.14 2, 0.42, 26, 49951.21628046036, 0.10813349464890376, 49951.32441395501
0.14 2, 0.44, 26, 49950.74167847633, 0.11044796315411232, 49950.85212643949
0.14 2, 0.46, 26, 49951.45723223686, 0.11108557036845867, 49951.56831780723
0.14 2, 0.48, 26, 49951.39881968498, 0.11529568274853319, 49951.51411536773
0.14 2, 0.5, 26, 49951.26008987427, 0.11613587789194302, 49951.37622575216
0.14 2, 0.0, final, 49952.45389640331, 0.053300993313898815, 49952.507197396626
0.14 2, 0.02, final, 49951.95373892784, 0.052677208232922546, 49952.00641613607
0.14 2, 0.04, final, 49952.17278599739, 0.052390526334534115, 49952.22517652372
0.14 2, 0.06, final, 49951.975643634796, 0.05314729647373295, 49952.02879093127
0.14 2, 0.08, final, 49952.27135717869, 0.055039633369474816, 49952.32639681206
0.14 2, 0.1, final, 49951.256439089775, 0.05686413907613941, 49951.31330322885
0.14 2, 0.12, final, 49950.803741812706, 0.060624126960664326, 49950.86436593967
0.14 2, 0.14, final, 49951.74929499626, 0.06310789051932852, 49951.81240288678
0.14 2, 0.16, final, 49951.74929499626, 0.06708390277953247, 49951.81637889904
0.14 2, 0.18, final, 49951.56675577164, 0.07077321014624471, 49951.63752898178
0.14 2, 0.2, final, 49952.881038188934, 0.07352741649489691, 49952.95456560543
0.14 2, 0.22, final, 49951.679930090904, 0.07803561380677027, 49951.75796570471
0.14 2, 0.24, final, 49951.13231241703, 0.08239553066613836, 49951.2147079477
0.14 2, 0.26, final, 49952.107071876526, 0.08521249439183032, 49952.19228437092
0.14 2, 0.28, final, 49952.4611979723, 0.08635786142345148, 49952.54755583372
0.14 2, 0.3, final, 49952.6546895504, 0.09141767099893461, 49952.7461072214
0.14 2, 0.32, final, 49951.15786790848, 0.09426007190441776, 49951.252127980384
0.14 2, 0.34, final, 49951.70548558235, 0.09809374940713778, 49951.80357933176
0.14 2, 0.36, final, 49951.67262852192, 0.10152380020070817, 49951.77415232212
0.14 2, 0.38, final, 49951.8770724535, 0.101052183618762, 49951.97812463712
0.14 2, 0.4, final, 49951.68723165989, 0.10502472123039153, 49951.79225638112
0.14 2, 0.42, final, 49951.84421539307, 0.10633761450696366, 49951.95055300758
0.14 2, 0.44, final, 49951.80040597916, 0.11009200946144782, 49951.91049798862
0.14 2, 0.46, final, 49951.51564478874, 0.11238005439178078, 49951.628024843136
0.14 2, 0.48, final, 49951.43532752991, 0.11482171208142, 49951.550149241986
0.14 2, 0.5, final, 49951.95008814335, 0.11753379787506857, 49952.06762194123
0.16 0, 0.0, 0, 682259.1316699982, 85404034.17980792, 86086293.31147791
0.16 0, 0.02, 0, 682896.5878486633, 85627190.74781063, 86310087.3356593
0.16 0, 0.04, 0, 683428.9014339447, 85863332.32743627, 86546761.22887021
0.16 0, 0.06, 0, 684066.4744377136, 86089951.96075825, 86774018.43519597
0.16 0, 0.08, 0, 684687.3414516449, 86335712.5341058, 87020399.87555744
0.16 0, 0.1, 0, 685178.2405376434, 86573187.01576538, 87258365.25630303
0.16 0, 0.12, 0, 685947.2417831421, 86851658.34234142, 87537605.58412457
0.16 0, 0.14, 0, 686664.2558574677, 87141084.79325368, 87827749.04911114
0.16 0, 0.16, 0, 687229.3388843536, 87386057.27749181, 88073286.61637616
0.16 0, 0.18, 0, 687912.882566452, 87664380.05109611, 88352292.93366256
0.16 0, 0.2, 0, 688397.23944664, 87873944.93219697, 88562342.17164361
0.16 0, 0.22, 0, 689175.3530502319, 88184441.47706702, 88873616.83011726
0.16 0, 0.24, 0, 689662.9810333252, 88391606.22495015, 89081269.20598347
0.16 0, 0.26, 0, 690349.1532802582, 88684313.84476015, 89374662.99804041
0.16 0, 0.28, 0, 690930.825471878, 88924081.40366209, 89615012.22913396
0.16 0, 0.3, 0, 691858.8840961456, 89287387.85890482, 89979246.74300097
0.16 0, 0.32, 0, 692514.6818161011, 89566221.69977869, 90258736.38159479
0.16 0, 0.34, 0, 693147.7570533752, 89812973.86385196, 90506121.62090534
0.16 0, 0.36, 0, 693673.5284328461, 90073619.86612949, 90767293.39456233
0.16 0, 0.38, 0, 694233.5879802704, 90300804.23144537, 90995037.81942564
0.16 0, 0.4, 0, 695288.2850170135, 90706457.58904314, 91401745.87406015
0.16 0, 0.42, 0, 695587.4741077423, 90834577.18848288, 91530164.66259062
0.16 0, 0.44, 0, 696028.7809371948, 91048707.42959821, 91744736.2105354
0.16 0, 0.46, 0, 696808.4716796875, 91372713.1247708, 92069521.5964505
0.16 0, 0.48, 0, 697308.4247112274, 91591479.19329032, 92288787.61800155
0.16 0, 0.5, 0, 698141.4461135864, 91958649.15538454, 92656790.60149813
0.16 0, 0.0, 1, 50732.0898771286, 0.03228400414176191, 50732.12216113274
0.16 0, 0.02, 1, 50731.87813162804, 0.03134411903515222, 50731.909475747074
0.16 0, 0.04, 1, 50732.16289281845, 0.030664853144577786, 50732.1935576716
0.16 0, 0.06, 1, 50732.20305144787, 0.030504994886432435, 50732.233556442756
0.16 0, 0.08, 1, 50731.407180428505, 0.030974036735446298, 50731.43815446524
0.16 0, 0.1, 1, 50731.27210140228, 0.031510041685831824, 50731.30361144397
0.16 0, 0.12, 1, 50732.330828905106, 0.03212570479679522, 50732.362954609904
0.16 0, 0.14, 1, 50731.582418084145, 0.0334331952933804, 50731.615851279435
0.16 0, 0.16, 1, 50731.83432221413, 0.03404165207949128, 50731.868363866204
0.16 0, 0.18, 1, 50730.866864323616, 0.035896382613897604, 50730.90276070623
0.16 0, 0.2, 1, 50731.918290257454, 0.03703378463882956, 50731.955324042094
0.16 0, 0.22, 1, 50732.067972421646, 0.03903612553863556, 50732.10700854719
0.16 0, 0.24, 1, 50730.88876903057, 0.03972061134144578, 50730.92848964191
0.16 0, 0.26, 1, 50731.98400437832, 0.0413695060650392, 50732.02537388438
0.16 0, 0.28, 1, 50731.54591023922, 0.04142604788640514, 50731.587336287106
0.16 0, 0.3, 1, 50731.64448142052, 0.04152250939730573, 50731.68600392991
0.16 0, 0.32, 1, 50731.47654533386, 0.044064200715299484, 50731.52060953458
0.16 0, 0.34, 1, 50731.951147317886, 0.04357972261520082, 50731.9947270405
0.16 0, 0.36, 1, 50732.39289224148, 0.045881170643219504, 50732.43877341212
0.16 0, 0.38, 1, 50731.81241750717, 0.045695660826723716, 50731.858113168
0.16 0, 0.4, 1, 50732.24686086178, 0.04754228723951903, 50732.29440314902
0.16 0, 0.42, 1, 50732.038766145706, 0.04656595985286738, 50732.08533210556
0.16 0, 0.44, 1, 50731.655433773994, 0.04988465263477038, 50731.705318426626
0.16 0, 0.46, 1, 50731.947496533394, 0.04964552020747848, 50731.9971420536
0.16 0, 0.48, 1, 50732.58638381958, 0.05032180843739287, 50732.636705628014
0.16 0, 0.5, 1, 50732.16289281845, 0.05237114735125692, 50732.2152639658
0.16 0, 0.0, 2, 50040.83938896656, 0.02451012863801516, 50040.863899095195
0.16 0, 0.02, 2, 50041.70097410679, 0.024087687398744895, 50041.72506179419
0.16 0, 0.04, 2, 50040.656849741936, 0.02403435750409777, 50040.68088409944
0.16 0, 0.06, 2, 50040.52177071571, 0.024132669426645714, 50040.54590338514
0.16 0, 0.08, 2, 50041.007325053215, 0.02459678053811254, 50041.03192183375
0.16 0, 0.1, 2, 50040.16399383545, 0.025655042958447116, 50040.189648878404
0.16 0, 0.12, 2, 50041.284784674644, 0.026782086585935505, 50041.31156676123
0.16 0, 0.14, 2, 50041.007325053215, 0.028217628483974466, 50041.0355426817
0.16 0, 0.16, 2, 50040.84303975105, 0.029447730352027413, 50040.87248748141
0.16 0, 0.18, 2, 50041.10589623451, 0.03102389335304445, 50041.136920127865
0.16 0, 0.2, 2, 50040.905103087425, 0.03265556815775006, 50040.937758655586
0.16 0, 0.22, 2, 50040.408596396446, 0.03501598825859076, 50040.443612384704
0.16 0, 0.24, 2, 50040.86494445801, 0.03548981754435421, 50040.90043427555
0.16 0, 0.26, 2, 50041.080340743065, 0.037017077789388786, 50041.117357820855
0.16 0, 0.28, 2, 50041.0620868206, 0.038442857020867915, 50041.10052967762
0.16 0, 0.3, 2, 50040.76272249222, 0.039162306100970046, 50040.80188479832
0.16 0, 0.32, 2, 50040.919706225395, 0.04023576814820018, 50040.95994199354
0.16 0, 0.34, 2, 50040.452405810356, 0.04195001063715054, 50040.49435582099
0.16 0, 0.36, 2, 50040.510818362236, 0.0433630627923538, 50040.55418142503
0.16 0, 0.38, 2, 50040.74081778526, 0.04569073842076543, 50040.786508523684
0.16 0, 0.4, 2, 50040.63494503498, 0.04400008710847503, 50040.67894512209
0.16 0, 0.42, 2, 50041.23367369175, 0.04641415281871997, 50041.28008784457
0.16 0, 0.44, 2, 50040.60208797455, 0.04735598053201473, 50040.64944395508
0.16 0, 0.46, 2, 50040.99637269974, 0.047371029748013105, 50041.04374372948
0.16 0, 0.48, 2, 50040.81018269062, 0.049300286701442486, 50040.85948297732
0.16 0, 0.5, 2, 50041.40891134739, 0.048566154413686835, 50041.457477501805
0.16 0, 0.0, 6, 50038.41891884804, 0.0249534871694147, 50038.44387233521
0.16 0, 0.02, 6, 50037.46971487999, 0.024404593139646602, 50037.49411947313
0.16 0, 0.04, 6, 50037.78003156185, 0.024246059720780977, 50037.80427762157
0.16 0, 0.06, 6, 50038.137808442116, 0.024514085013116138, 50038.16232252713
0.16 0, 0.08, 6, 50037.5135242939, 0.025038570041806874, 50037.53856286394
0.16 0, 0.1, 6, 50037.71431744099, 0.025657984804280498, 50037.73997542579
0.16 0, 0.12, 6, 50037.75082528591, 0.02681497499346086, 50037.7776402609
0.16 0, 0.14, 6, 50037.951618433, 0.027961878704722887, 50037.9795803117
0.16 0, 0.16, 6, 50038.13050687313, 0.029719460529000652, 50038.16022633366
0.16 0, 0.18, 6, 50038.64161670208, 0.03153261012620445, 50038.673149312206
0.16 0, 0.2, 6, 50037.477016448975, 0.03307479333527674, 50037.51009124231
0.16 0, 0.22, 6, 50038.01368176937, 0.03357435307892387, 50038.04725612245
0.16 0, 0.24, 6, 50037.5609844923, 0.035018115785378945, 50037.59600260809
0.16 0, 0.26, 6, 50037.477016448975, 0.037303667062882684, 50037.51432011604
0.16 0, 0.28, 6, 50037.535429000854, 0.038231208854729304, 50037.57366020971
0.16 0, 0.3, 6, 50037.710666656494, 0.039827815779097, 50037.750494472275
0.16 0, 0.32, 6, 50037.54638135433, 0.04063054919029663, 50037.587011903524
0.16 0, 0.34, 6, 50038.17066550255, 0.04204676414797781, 50038.21271226669
0.16 0, 0.36, 6, 50037.564635276794, 0.04158332130024556, 50037.60621859809
0.16 0, 0.38, 6, 50037.64130175114, 0.044514823492052824, 50037.68581657463
0.16 0, 0.4, 6, 50037.739872932434, 0.04498622636637595, 50037.7848591588
0.16 0, 0.42, 6, 50038.18526864052, 0.04649076539097863, 50038.231759405906
0.16 0, 0.44, 6, 50038.006380200386, 0.04698393582415705, 50038.05336413621
0.16 0, 0.46, 6, 50037.93701529503, 0.047213443639645525, 50037.98422873867
0.16 0, 0.48, 6, 50038.19987177849, 0.048515427651585674, 50038.24838720614
0.16 0, 0.5, 6, 50038.0976498127, 0.04912803000725674, 50038.1467778427
0.16 0, 0.0, 11, 50041.591450572014, 0.025349306623166923, 50041.61679987864
0.16 0, 0.02, 11, 50041.1131978035, 0.02474657514496248, 50041.13794437864
0.16 0, 0.04, 11, 50041.67176783085, 0.024710305246218756, 50041.696478136095
0.16 0, 0.06, 11, 50041.24827682972, 0.025049318963978662, 50041.27332614869
0.16 0, 0.08, 11, 50041.79589450359, 0.025056208142141156, 50041.820950711735
0.16 0, 0.1, 11, 50041.401609778404, 0.026214281402920925, 50041.42782405981
0.16 0, 0.12, 11, 50041.28113389015, 0.027293111252858937, 50041.30842700141
0.16 0, 0.14, 11, 50042.35811531544, 0.02840152949069852, 50042.38651684493
0.16 0, 0.16, 11, 50041.916370391846, 0.029999274202062387, 50041.946369666046
0.16 0, 0.18, 11, 50042.0368462801, 0.032029906950467146, 50042.06887618705
0.16 0, 0.2, 11, 50041.41986370087, 0.03321649751257716, 50041.45308019838
0.16 0, 0.22, 11, 50041.78859293461, 0.034449472134950976, 50041.823042406744
0.16 0, 0.24, 11, 50041.51113331318, 0.03571083844475553, 50041.54684415162
0.16 0, 0.26, 11, 50041.50748252869, 0.03722251958448253, 50041.54470504827
0.16 0, 0.28, 11, 50041.28843545914, 0.03917266677542863, 50041.32760812591
